"keyword","X1960","X1970","X1980","X1990","X2000","X2010"
"know can get",0,1,1,4,2,1
"know can know",0,6,0,0,7,1
"know can make",1,24,1,0,3,1
"know can see",3,0,1,1,1,0
"know can tell",0,1,2,3,1,0
"know cant",2,18,33,38,35,8
"know cant go",0,0,1,4,0,3
"know cant take",0,1,0,1,3,0
"know care",0,0,0,2,4,1
"know caught",1,0,2,1,0,7
"know cause",5,4,11,12,26,11
"know cause can",0,1,0,1,1,0
"know certain",0,0,1,1,2,0
"know come",1,3,2,7,3,4
"know comin",0,0,1,1,1,0
"know cool",0,0,2,0,4,1
"know couldnt",2,0,0,0,5,4
"know crazy",0,2,10,2,0,2
"know dance",0,1,1,0,2,0
"know day",2,3,0,0,2,0
"know days",1,1,1,0,0,0
"know deal",0,0,2,3,3,4
"know deep",1,0,4,3,1,0
"know deep inside",1,0,1,3,1,0
"know didnt",0,1,3,3,8,1
"know didnt even",0,1,1,1,0,0
"know die",0,5,0,5,0,1
"know doesnt",0,0,1,1,6,3
"know done",0,1,0,4,3,0
"know dont",17,25,59,64,45,33
"know dont believe",0,1,2,1,0,0
"know dont care",0,0,1,0,1,5
"know dont come",0,8,0,1,1,0
"know dont even",0,1,0,1,7,0
"know dont know",9,4,21,25,8,10
"know dont know want",1,0,0,1,0,1
"know dont matter",0,6,1,1,0,0
"know dont mean",1,0,2,1,2,0
"know dont stop",0,0,0,1,1,2
"know dont think",0,0,1,1,1,0
"know dont understand",0,0,2,1,1,0
"know dont wanna",0,1,0,6,1,0
"know dont want",1,1,1,3,8,3
"know dream",0,1,1,0,0,1
"know dreams",0,1,1,1,0,0
"know drive",0,0,0,2,2,1
"know easy",1,10,3,0,0,0
"know end",1,0,1,0,2,1
"know even",0,2,1,1,3,1
"know ever",0,0,1,2,1,0
"know every",1,4,5,5,4,1
"know every time",0,2,1,1,4,0
"know everybody",0,1,1,6,1,1
"know everything",0,1,0,6,5,9
"know everythings",1,1,0,0,5,0
"know exactly",1,1,1,3,5,7
"know face",0,2,1,3,1,0
"know fault",0,1,0,0,1,1
"know feel",3,12,13,31,14,8
"know feel like",1,4,0,0,1,0
"know feel way",1,0,0,1,0,3
"know feelin",0,2,0,1,6,1
"know feeling",0,0,4,3,4,1
"know feels",1,0,6,10,16,1
"know fell",1,0,0,1,0,1
"know fool",1,0,1,2,0,0
"know found",0,2,1,1,4,0
"know fuck",0,0,0,1,4,5
"know g",0,0,1,2,2,1
"know game",0,0,5,1,15,2
"know gave",0,0,1,0,2,1
"know get",0,6,1,9,39,5
"know gets",0,0,3,1,2,1
"know gettin",0,0,1,4,4,0
"know getting",1,0,0,1,1,4
"know girl",2,0,7,11,9,14
"know girl know",0,0,1,0,1,1
"know girls",1,1,1,0,3,0
"know give",0,0,5,4,7,3
"know go",0,4,10,20,12,13
"know goin",0,1,0,1,1,1
"know going",0,0,0,7,3,3
"know gon",1,0,0,0,5,1
"know gonna",3,9,3,4,37,0
"know gonna take",0,1,1,1,0,0
"know good",1,4,7,1,3,7
"know good feels",0,0,3,0,1,5
"know good thing",0,2,1,1,0,0
"know got",10,15,25,31,108,24
"know got got",1,0,0,0,5,1
"know got right",0,0,6,3,4,0
"know gotta",0,0,7,20,26,9
"know gotta get",0,0,1,1,1,0
"know gotta go",0,0,1,0,4,2
"know guess",0,0,1,1,5,0
"know half",0,0,0,3,3,7
"know hands",4,0,1,0,0,1
"know happened",0,1,0,1,3,6
"know happiness",0,1,2,1,0,6
"know happy",1,0,1,0,3,0
"know hard",1,13,2,4,8,1
"know hate",2,1,0,1,9,1
"know heard",2,1,0,0,14,6
"know heart",0,1,7,16,11,5
"know heart cant",0,0,0,3,1,3
"know hearts",0,0,3,1,0,4
"know hell",0,1,5,2,0,0
"know hes",3,7,9,9,8,3
"know hey",0,1,2,1,17,2
"know hit",0,0,1,2,3,3
"know hold",1,4,5,2,1,0
"know hope",0,0,1,0,8,1
"know hurt",2,0,3,2,3,0
"know id",4,8,9,10,25,21
"know id never",1,0,5,0,0,2
"know ill",5,32,28,55,28,20
"know ill alright",0,0,1,1,1,0
"know ill make",0,0,2,9,1,5
"know ill never",5,16,6,6,4,0
"know ill take",0,0,5,0,1,3
"know im",29,71,72,131,177,100
"know im alone",0,1,1,0,1,0
"know im always",0,0,2,1,2,1
"know im bout",0,0,0,1,1,1
"know im comin",0,3,0,1,2,2
"know im doin",0,0,1,4,3,0
"know im feeling",0,0,2,1,0,3
"know im goin",1,1,1,1,3,0
"know im going",0,0,1,1,1,0
"know im gonna",6,16,6,27,3,0
"know im just",1,4,1,0,1,2
"know im love",0,0,4,2,2,0
"know im never",0,0,2,1,0,5
"know im one",0,2,2,0,0,6
"know im ready",0,1,0,9,2,0
"know im right",1,0,4,1,0,1
"know im sayin",1,0,2,7,5,0
"know im saying",0,0,1,5,2,2
"know im star",0,0,1,0,2,1
"know im still",0,3,5,0,1,0
"know im thinkin",0,0,1,0,1,1
"know ima",0,0,0,1,3,2
"know inside",0,1,2,1,7,0
"know isnt",1,5,0,0,1,1
"know ityou",1,0,0,1,0,1
"know ive",6,15,21,14,9,3
"know ive got",3,4,8,2,3,0
"know ive gotta",0,0,1,1,1,0
"know ive never",1,0,0,1,1,0
"know ive seen",1,1,2,3,0,0
"know just",11,25,55,55,83,8
"know just feel",0,1,8,2,7,0
"know just like",0,1,2,1,5,0
"know just need",1,0,3,8,0,0
"know just one",0,0,1,1,1,0
"know just say",0,1,1,1,1,0
"know keep",0,1,1,9,6,2
"know kind",0,3,1,2,2,0
"know kinda",0,0,3,1,1,0
"know kiss",1,0,0,2,0,6
"know know",4,51,84,57,98,96
"know know dont",0,0,0,1,2,1
"know know go",0,0,4,1,1,0
"know know im",1,0,4,0,2,4
"know know just",0,0,2,2,1,0
"know know know",0,31,29,14,22,36
"know know know know",0,25,10,7,5,18
"know know let",0,0,1,3,7,0
"know know like",0,0,0,1,1,1
"know know love",0,3,1,7,1,0
"know know whats",0,0,1,0,1,1
"know knows",0,1,1,1,2,2
"know ladies",0,1,0,0,4,2
"know late",1,1,2,2,2,0
"know left",0,0,2,2,2,1
"know let",1,6,5,17,13,0
"know lets",0,2,1,1,2,0
"know life",0,4,3,8,2,6
"know like",1,5,8,42,78,26
"know like youre",0,1,0,0,3,2
"know listen",0,0,4,1,4,0
"know little",3,0,1,1,4,0
"know live",0,0,2,4,0,1
"know lonely",0,4,2,1,0,0
"know long",0,3,6,8,9,1
"know look",0,6,1,1,3,0
"know lot",0,2,0,1,4,0
"know love",26,51,70,74,33,64
"know love always",2,0,2,0,0,4
"know love cant",2,2,4,0,0,1
"know love dont",1,0,0,1,2,0
"know love im",0,1,4,0,2,0
"know love just",2,3,4,2,0,1
"know love know",0,6,0,1,0,1
"know love let",0,0,1,1,0,20
"know love love",1,2,1,5,3,1
"know love real",0,3,1,5,0,0
"know love say",0,0,1,6,0,4
"know love true",1,0,1,1,0,0
"know love will",0,1,2,9,0,0
"know loved",2,0,0,0,1,1
"know loves",0,1,2,4,1,0
"know loving",1,2,1,1,0,0
"know made",2,1,4,1,8,4
"know make",2,4,3,12,26,8
"know make feel",1,0,1,8,2,0
"know makes",0,0,7,4,6,1
"know mama",1,1,0,1,1,0
"know man",2,1,0,4,7,1
"know many",6,2,1,2,1,2
"know matter",0,0,2,1,5,0
"know may",0,0,7,1,1,1
"know maybe",1,0,7,0,1,1
"know mean",3,21,9,12,46,9
"know meaning",1,1,1,1,0,0
"know means",0,1,5,3,6,1
"know meant",1,0,4,0,3,3
"know might",1,1,7,3,4,3
"know mine",0,0,0,4,5,1
"know miss",0,0,2,4,11,1
"know much",17,6,25,19,10,5
"know much care",0,0,1,2,1,0
"know much true",0,0,8,3,3,0
"know must",1,4,2,2,1,0
"know name",1,3,6,21,25,9
"know name cause",0,2,0,0,2,3
"know need",8,4,12,47,35,12
"know need girl",0,1,1,1,1,0
"know need girl know",0,1,1,1,0,0
"know need know",2,0,0,17,16,0
"know never",1,29,10,6,23,9
"know nigga",0,0,0,4,1,4
"know night",0,1,18,0,1,1
"know nobody",0,1,1,0,1,1
"know nothing",1,1,1,1,8,3
"know now",5,8,20,30,17,26
"know now im",0,0,3,3,5,8
"know now youre",3,1,0,0,3,1
"know oh",5,8,13,16,16,13
"know oh baby",0,1,1,0,1,0
"know oh oh",4,0,0,6,3,10
"know oh oh oh",1,0,0,1,3,1
"know oh wont",0,2,1,0,2,0
"know one",4,4,6,23,32,5
"know one day",0,0,2,2,1,0
"know one thing",1,0,0,6,15,1
"know ooh",0,4,1,1,0,0
"know people",2,5,4,1,4,2
"know place",10,2,3,8,4,1
"know place can",5,0,3,1,3,0
"know place can go",2,0,2,0,2,0
"know play",0,0,1,1,1,1
"know please",6,0,5,6,1,0
"know pull",0,0,1,0,1,2
"know put",0,2,4,3,2,5
"know rap",0,0,0,1,2,2
"know real",1,0,10,3,2,6
"know really",6,11,35,36,19,3
"know really dont",1,0,1,0,2,0
"know really love",0,0,4,6,3,0
"know really wanna",0,1,10,22,5,0
"know reason",1,3,5,4,2,0
"know rhythm",0,4,2,1,0,0
"know right",0,6,9,19,14,5
"know right now",0,0,0,4,6,4
"know road",0,1,1,3,0,3
"know rock",0,1,4,1,7,0
"know said",0,1,1,3,7,11
"know save",1,0,0,0,4,2
"know say",5,7,11,11,25,6
"know say love",1,1,0,2,0,0
"know see",0,2,2,4,39,1
"know shame",0,1,1,1,0,0
"know shed",7,0,7,0,2,0
"know shell",2,2,1,0,2,2
"know shes",5,4,17,20,8,3
"know shes got",2,0,1,0,2,0
"know shouldnt",0,0,3,1,2,2
"know since",0,1,1,2,0,1
"know somebody",0,1,0,1,4,4
"know someday",0,0,3,0,3,1
"know someone",0,1,3,7,0,0
"know something",1,1,2,4,3,4
"know sometimes",0,2,0,6,6,0
"know somewhere",0,1,2,0,1,1
"know song",0,2,0,1,3,1
"know soon",0,0,1,0,2,1
"know sounds",0,4,1,0,1,1
"know stand",2,1,4,1,2,1
"know start",4,0,1,4,0,4
"know started",0,1,0,0,2,1
"know stay",0,1,1,2,7,0
"know still",0,0,7,6,4,1
"know story",0,1,0,1,3,1
"know strength",0,0,1,5,0,1
"know sure",2,2,6,3,5,0
"know sweet",1,1,4,1,1,0
"know take",0,3,0,1,19,2
"know takes",0,0,0,17,1,1
"know tell",0,1,3,16,13,1
"know thats",3,3,6,8,23,3
"know therell",0,0,2,1,1,0
"know theres",2,16,31,15,9,10
"know theres always",0,1,1,1,0,0
"know theres chance",1,0,1,1,0,0
"know theres need",0,4,0,0,1,1
"know theres something",1,0,14,0,1,0
"know theyre",1,3,1,5,7,3
"know theyve",2,4,4,1,3,0
"know thing",0,1,1,2,2,0
"know things",2,1,5,9,11,1
"know think",1,2,6,10,18,4
"know think im",0,0,1,1,8,0
"know thinkin",1,1,0,1,1,1
"know thinking",0,0,1,0,1,1
"know thinks",0,0,1,1,1,0
"know thought",0,1,2,0,2,0
"know time",4,2,19,17,27,4
"know time well",0,0,2,1,4,0
"know time will",0,0,2,1,1,0
"know times",0,0,1,2,3,0
"know told",1,2,3,0,2,1
"know tonight",1,0,26,3,4,12
"know took",0,0,0,1,1,1
"know touch",0,0,1,5,7,0
"know tried",0,3,4,1,0,0
"know true",9,12,31,26,3,1
"know truth",1,0,3,8,12,0
"know try",0,1,0,3,2,1
"know turn",0,0,0,1,4,1
"know uh",0,1,1,0,1,1
"know use",0,10,0,0,5,4
"know used",1,0,0,1,2,9
"know wait",1,1,2,1,0,0
"know wanna",4,4,11,25,42,14
"know wanna feel",0,0,0,1,2,3
"know wanna know",0,0,0,6,3,1
"know want",9,5,25,63,97,54
"know want baby",0,0,0,3,6,1
"know want get",1,1,0,1,0,0
"know want girl",0,0,2,1,2,0
"know want know",1,0,3,3,15,26
"know want want",0,0,2,6,10,0
"know wanted",0,1,1,1,0,0
"know wasnt",1,0,0,3,1,2
"know way",5,10,14,18,13,7
"know way feels",0,3,1,1,0,0
"know way go",1,0,2,0,4,0
"know ways",0,1,1,0,1,0
"know wed",1,2,0,1,1,0
"know well",7,9,10,30,17,18
"know well get",0,4,0,5,0,1
"know went",0,3,0,0,4,2
"know went wrong",0,2,0,0,1,2
"know weve",0,7,4,5,1,2
"know weve got",0,6,0,1,0,1
"know whatcha",0,0,2,0,1,3
"know whats",0,6,12,19,28,10
"know whats going",0,0,3,3,2,0
"know whats mind",0,1,4,1,2,1
"know whole",1,1,4,1,1,0
"know whos",0,0,1,10,1,0
"know will",11,7,20,16,11,4
"know wish",0,0,4,4,1,0
"know without",0,0,0,2,4,5
"know woman",0,2,2,0,2,0
"know wonder",0,1,1,0,4,0
"know wont",2,11,25,13,5,8
"know wont let",1,4,1,5,0,0
"know wont let go",0,2,1,1,0,0
"know words",0,0,1,0,5,2
"know world",1,3,0,3,10,0
"know worth",0,0,0,1,1,1
"know wouldnt",1,0,1,4,1,2
"know wrong",4,6,6,3,15,2
"know ya",0,0,5,1,41,2
"know yeah",1,1,7,5,10,8
"know yeah know",0,0,0,1,4,2
"know yes",1,3,6,2,0,0
"know yes know",0,1,1,1,0,0
"know youd",1,3,4,13,8,1
"know youll",2,7,57,16,10,3
"know youll find",0,0,0,3,2,1
"know youre",15,40,86,106,138,63
"know youre alone",0,0,5,1,1,11
"know youre doin",0,4,1,1,0,0
"know youre going",1,0,6,4,4,8
"know youre gonna",2,2,13,9,3,1
"know youre good",4,1,0,0,2,2
"know youre just",0,1,1,2,0,0
"know youre looking",0,1,0,0,1,3
"know youre one",0,2,7,1,4,0
"know youre still",0,0,2,1,2,0
"know youre trying",0,0,1,0,2,2
"know youve",5,9,16,20,6,19
"know youve done",0,0,0,2,1,4
"know youve got",1,7,10,9,4,0
"knowa",0,6,1,1,0,0
"knowand",0,1,0,8,3,2
"knowcause",1,0,1,1,1,0
"knowdo",0,0,1,1,2,0
"knowhow",0,0,2,0,1,2
"knowi",0,3,3,10,16,4
"knowif",0,0,3,5,5,2
"knowim",0,0,3,3,5,1
"knowin",3,9,6,3,26,3
"knowing",12,36,31,28,17,9
"knowing love",6,7,4,0,0,0
"knowing time",1,1,2,0,0,0
"knowive",0,2,2,0,3,0
"knowledge",0,1,2,8,2,0
"knowmy",0,0,1,1,1,0
"known",5,14,49,52,62,29
"known better",0,0,12,0,9,3
"known can",1,0,0,2,0,3
"known im",0,0,2,0,1,1
"knownow",0,1,0,1,0,2
"knowoh",0,0,2,1,3,1
"knows",26,84,64,80,143,99
"knows aint",1,0,0,1,1,0
"knows cant",0,1,1,1,0,0
"knows dont",1,0,0,1,1,0
"knows hes",4,1,0,0,6,0
"knows id",0,1,0,1,0,1
"knows im",1,5,2,4,9,4
"knows ive",0,0,1,4,0,5
"knows just",1,3,5,4,11,2
"knows knows",0,2,4,1,1,3
"knows like",0,7,1,1,0,0
"knows much",1,2,1,0,0,0
"knows name",0,1,1,0,9,3
"knows oh",0,1,1,0,6,0
"knows shes",1,1,2,0,6,1
"knows theres",1,1,0,1,0,0
"knows think",1,0,0,0,6,1
"knows tried",0,1,0,1,1,1
"knows way",0,9,0,1,1,0
"knows whats",0,0,0,1,1,2
"knows yeah",0,0,1,1,1,0
"knows youre",0,1,2,2,1,0
"knowso",0,2,1,5,2,1
"knowthe",0,2,0,2,3,0
"knowwe",1,0,2,1,0,1
"knowwell",1,0,0,1,1,0
"knowwhat",1,1,5,2,0,0
"knowwhen",1,0,0,3,1,0
"knowyou",0,1,4,1,3,1
"knowyoure",0,0,1,1,0,1
"knuckles",0,0,0,1,1,1
"kong",0,6,1,0,1,3
"kool",0,2,0,6,0,3
"kosher",0,0,1,0,1,1
"l o",0,0,15,3,6,0
"l o v",0,0,14,2,5,0
"la da",0,27,4,25,6,2
"la da da",0,13,1,25,6,1
"la da da da",0,10,0,6,6,0
"la im",0,0,1,0,2,4
"la la",162,238,148,153,408,449
"la la la",136,200,110,120,337,342
"la la la la",110,169,90,88,277,268
"la la la lai",0,2,0,0,4,2
"la la la oh",0,1,0,0,4,3
"la la lai",0,2,0,0,5,2
"la la laso",1,0,0,0,1,1
"la la oh",0,1,0,0,4,13
"la lai",0,2,0,0,5,2
"la lala",0,0,17,2,12,0
"la laso",1,0,0,0,1,1
"la noche",0,1,0,0,2,1
"la oh",0,1,0,0,4,13
"lab",0,1,0,0,4,1
"label",0,1,0,4,13,1
"labels",0,0,0,3,2,2
"lace",0,2,8,8,5,0
"laced",0,1,0,3,4,1
"laces",0,1,1,1,3,0
"lack",1,5,4,2,3,5
"lacking",0,1,0,1,1,0
"ladder",0,11,3,1,0,1
"ladies",10,13,25,58,161,36
"ladies gentlemen",0,0,1,2,6,0
"ladies get",0,1,0,0,2,1
"ladies keep",0,1,0,1,4,0
"ladies love",0,1,0,1,3,3
"ladies night",0,0,18,14,1,0
"ladies yeah",0,0,0,3,2,1
"lady",38,144,71,76,147,54
"lady aint",0,0,0,1,1,1
"lady gotta",0,3,0,5,2,0
"lady im",0,1,4,0,17,0
"lady ive",0,1,1,1,5,0
"lady lady",0,3,1,3,0,0
"lady oh",0,5,2,1,0,7
"lady take",0,1,2,1,0,0
"lady whos",0,8,1,0,1,0
"lady yeah",2,2,1,0,1,0
"lady youre",0,3,0,3,19,0
"ladyi",0,0,0,2,1,1
"ladys",1,0,0,3,1,0
"lai",0,4,0,0,5,2
"laid",3,21,6,26,13,10
"laid back",0,1,0,10,4,6
"laid eyes",0,1,2,0,2,0
"lake",6,6,13,0,7,3
"lala",0,2,18,7,12,0
"lala la",0,0,18,2,12,0
"lalala",0,9,0,0,2,4
"lalalalala",0,1,0,0,1,14
"lam",0,1,0,0,1,1
"lamb",1,2,0,1,2,1
"lamborghini",0,0,0,1,12,2
"lame",0,1,1,3,18,5
"lamp",3,1,0,1,2,1
"land",10,51,26,30,19,15
"land ill",1,2,0,0,1,1
"landed",0,2,0,1,0,2
"landing",0,1,0,0,1,3
"lands",5,1,1,3,1,2
"landslide",0,1,0,1,3,0
"lane",10,2,2,12,15,19
"language",1,1,3,12,1,5
"lap",0,0,1,0,15,7
"large",0,1,0,8,6,3
"larry",0,4,1,2,0,1
"las",0,2,1,0,11,4
"las vegas",0,1,1,0,2,0
"laso",1,0,0,0,1,1
"last",72,128,134,145,183,165
"last chance",0,3,1,0,2,2
"last day",0,1,0,2,7,0
"last dime",1,0,0,1,6,3
"last forever",8,9,20,12,7,7
"last forever oh",2,0,1,2,1,0
"last im",0,1,0,1,3,1
"last kiss",0,0,0,1,1,5
"last know",4,1,0,2,5,0
"last last",0,2,1,0,2,9
"last long",1,4,3,1,2,0
"last look",0,1,1,1,1,0
"last name",1,0,1,0,5,1
"last night",14,28,20,28,32,22
"last night cause",0,1,0,1,1,0
"last night got",0,1,1,0,1,0
"last now",0,0,2,1,1,2
"last one",2,2,4,3,15,6
"last song",0,9,1,0,1,0
"last thing",5,3,1,0,2,3
"last thing mind",1,1,0,0,0,1
"last till",1,2,0,1,1,0
"last till end",1,2,0,1,0,0
"last time",12,8,9,12,11,19
"last time last",3,0,0,1,0,2
"last time last time",3,0,0,1,0,1
"last time saw",1,0,0,0,2,1
"last train",8,4,0,0,1,0
"last week",1,1,0,3,1,0
"last whole",0,1,0,1,1,1
"lasted",0,2,1,2,0,1
"lasting",3,0,3,0,1,0
"lasts",0,1,11,7,2,16
"lasts forever",0,1,8,4,1,2
"late",18,70,96,61,134,42
"late better",0,1,3,0,0,1
"late cause",1,2,1,0,2,0
"late got",0,0,2,0,2,2
"late im",1,0,0,1,2,4
"late know",0,0,5,2,2,0
"late last",1,2,1,1,6,2
"late last night",1,2,1,1,6,0
"late late",1,0,8,0,1,1
"late night",3,10,9,13,30,14
"late night im",0,1,3,0,1,0
"late night youre",0,1,1,2,0,0
"late one",0,2,0,1,1,0
"late time",0,3,0,1,2,0
"late try",0,1,3,0,0,2
"late work",0,0,2,0,5,1
"lately",2,8,12,23,25,15
"lately ive",1,0,0,4,2,3
"lately love",1,0,2,3,0,4
"later",6,12,15,15,38,12
"later can",0,1,0,1,1,1
"latest",1,2,2,0,6,0
"latin",0,3,0,1,1,0
"laugh",29,23,13,32,60,12
"laugh cause",0,2,0,1,3,0
"laugh cry",1,0,1,0,6,0
"laugh dont",1,1,6,0,0,0
"laugh just",0,0,1,3,0,1
"laugh know",0,0,1,0,2,1
"laugh say",1,0,1,0,1,0
"laugh time",1,1,0,1,0,0
"laughed",9,6,9,10,2,2
"laughed said",0,0,1,1,1,0
"laughin",4,9,7,3,9,1
"laughin loud",0,0,1,1,1,0
"laughing",24,15,18,11,3,11
"laughs",2,1,5,3,9,1
"laughter",3,21,15,4,6,4
"laundry",0,0,1,1,0,1
"lavish",0,0,0,2,1,1
"law",24,8,10,15,14,7
"lawless",0,0,1,1,0,1
"lawn",2,2,0,3,2,3
"laws",0,0,1,7,5,1
"lawyer",0,4,2,0,3,1
"lawyers",0,0,5,2,4,0
"lax",0,0,0,4,1,1
"lay",15,117,101,126,68,38
"lay baby",0,0,1,0,1,1
"lay back",0,3,1,37,7,4
"lay back relax",0,1,0,2,1,0
"lay bed",2,0,0,7,0,10
"lay die",0,1,1,1,0,0
"lay head",0,0,5,7,2,0
"lay lay",3,12,3,1,0,0
"lay like",0,4,0,4,2,0
"lay love",0,1,0,1,0,3
"lay low",0,3,0,4,9,0
"lay side",0,3,2,0,0,2
"lay sleep",1,3,0,12,0,0
"layers",0,0,0,1,1,1
"layin",1,11,0,6,2,3
"laying",0,11,1,8,9,7
"lays",0,4,1,2,1,0
"lazy",2,14,2,2,1,2
"lead",8,35,34,46,42,23
"lead back",0,2,0,10,1,0
"lead right",0,1,0,1,8,0
"lead right direction",0,1,0,1,7,0
"lead us",2,4,0,1,0,0
"lead way",2,0,4,1,0,0
"leader",0,0,5,1,3,1
"leading",0,2,4,0,13,1
"leads",3,6,7,9,0,17
"leaf",0,2,5,1,3,4
"league",0,1,0,0,1,6
"lean",0,27,11,35,165,32
"lean just",0,2,1,0,17,0
"leanin",0,0,0,1,6,5
"leaning",0,2,1,1,1,0
"leap",0,3,1,0,2,0
"lear",1,2,0,0,0,1
"learn",22,46,41,55,38,37
"learn fall",1,0,1,1,0,0
"learn fly",0,3,7,1,6,0
"learn love",1,0,0,5,1,23
"learn play",1,1,1,0,0,0
"learn things",1,1,0,1,1,0
"learned",18,31,38,19,33,9
"learned lesson",2,5,7,1,1,1
"learned lot",0,2,0,0,3,1
"learned love",1,2,4,3,1,0
"learned play",0,0,2,0,6,1
"learned walk",0,1,0,1,1,0
"learned well",1,1,0,1,0,0
"learnin",0,2,4,1,0,0
"learning",8,6,11,7,7,3
"learning love",0,0,2,1,1,1
"learnt",1,0,0,0,1,2
"least",3,13,13,15,17,24
"least can",2,3,0,0,4,6
"least got",0,0,1,0,1,1
"least thats",0,1,0,1,0,2
"leather",1,0,7,1,21,7
"leathers",0,0,1,1,1,0
"leave",72,216,185,233,378,181
"leave alone",11,37,20,10,35,8
"leave alone cause",0,0,1,1,2,0
"leave baby",3,0,3,20,3,1
"leave behind",1,4,7,8,3,5
"leave can",2,0,1,1,7,0
"leave cause",0,1,4,6,2,5
"leave crying",0,2,0,5,1,0
"leave dont",0,0,9,6,4,2
"leave em",0,2,1,2,6,4
"leave find",0,1,0,1,1,0
"leave get",0,0,1,1,2,0
"leave girl",8,0,1,1,7,1
"leave hangin",0,1,4,2,1,0
"leave hanging",0,0,4,1,0,1
"leave heart",0,1,0,0,1,2
"leave home",1,2,1,0,0,1
"leave ill",2,0,1,1,1,0
"leave im",1,2,1,0,8,9
"leave just",1,1,2,1,0,1
"leave know",1,3,1,1,5,2
"leave leave",0,7,7,2,0,1
"leave like",0,0,0,3,1,1
"leave lonely",1,0,4,5,2,1
"leave love",3,1,1,1,9,1
"leave message",0,1,0,0,1,4
"leave mind",0,0,1,0,1,1
"leave need",0,4,0,1,1,0
"leave never",2,0,2,3,1,0
"leave now",4,5,1,6,6,3
"leave one",0,2,0,11,0,1
"leave side",0,1,1,3,1,1
"leave standing",0,1,3,1,0,0
"leave take",1,3,0,2,0,0
"leave though",0,0,0,1,2,4
"leave til",1,1,0,0,0,1
"leave today",1,7,0,0,1,0
"leave tomorrow",0,1,1,0,0,1
"leave town",1,0,0,1,1,5
"leave us",0,5,4,1,2,1
"leave us alone",0,0,2,1,1,0
"leave want",0,1,2,0,2,0
"leave want stay",0,1,2,0,1,0
"leave way",0,7,0,1,2,0
"leave will",0,0,0,2,1,2
"leave without",0,1,1,5,0,0
"leave wont",1,0,4,1,0,4
"leave world",7,2,3,3,0,0
"leave ya",0,1,0,1,3,1
"leave yeah",0,0,1,0,1,1
"leavei",0,0,0,1,3,1
"leaves",16,19,18,23,15,6
"leavin",5,29,3,23,26,5
"leavin baby",1,2,0,0,1,0
"leavin oh",1,1,0,0,3,0
"leaving",7,37,38,41,41,36
"leaving alone",1,0,2,1,0,0
"leaving im",0,1,4,4,4,2
"leaving now",0,3,1,1,0,1
"leaving side",0,0,0,1,1,1
"led",2,2,2,3,3,1
"ledge",1,0,0,4,2,0
"lee",0,7,3,2,7,5
"left",60,157,128,165,253,126
"left alone",4,0,3,5,4,1
"left baby",0,1,0,0,1,1
"left behind",2,15,5,3,5,4
"left behind dont",0,1,2,0,1,0
"left can",1,1,0,0,1,0
"left cant",0,1,0,2,0,1
"left cause",0,2,0,2,2,0
"left cold",0,2,1,0,1,0
"left dont",0,0,1,0,3,2
"left fall",0,0,5,0,5,1
"left hand",0,1,19,1,0,7
"left home",4,3,2,1,2,0
"left im",0,0,0,1,2,2
"left just",0,8,0,4,1,3
"left man",0,1,0,6,1,1
"left nothing",0,1,1,1,0,1
"left now",1,2,0,3,1,1
"left right",0,1,7,13,9,0
"left say",0,0,2,2,2,6
"left side",0,0,0,1,4,2
"left standing",0,2,3,1,1,2
"left thats",0,1,0,0,2,1
"left unsaid",0,2,1,0,2,0
"left us",1,11,1,2,0,0
"left without",1,0,1,0,7,0
"left yeah",1,1,0,0,1,0
"left yesterday",0,2,0,0,2,2
"left youre",1,0,1,8,1,0
"leg",1,0,1,3,3,9
"legal",0,1,0,1,1,0
"legend",0,0,4,5,3,4
"legends",1,0,0,1,0,5
"legit",0,0,0,12,2,3
"legs",4,4,8,8,34,24
"legs like",1,0,0,1,1,0
"lemme",1,2,2,7,69,5
"lemme get",0,2,0,0,1,1
"lemme hear",1,0,0,3,3,0
"lemon",2,0,0,1,0,4
"lemonade",0,0,1,2,2,3
"lend",2,4,5,4,2,0
"lend hand",0,2,2,1,1,0
"lend helping",1,1,2,1,0,0
"lend helping hand",1,1,0,1,0,0
"length",1,2,0,1,1,1
"lennon",1,1,0,1,1,0
"leo",0,3,0,1,1,0
"les",0,2,7,1,0,0
"less",5,18,7,34,29,59
"less dont",0,2,0,0,1,1
"lesson",3,8,10,4,6,3
"lesson learned",1,1,0,1,0,0
"lessons",1,1,0,5,2,21
"let",308,645,801,1098,1312,763
"let air",0,1,0,0,1,1
"let alone",0,0,4,1,1,0
"let another",1,1,3,2,4,1
"let baby",4,1,1,1,3,0
"let back",2,2,0,0,3,1
"let beat",0,0,0,3,13,2
"let body",0,2,1,12,1,0
"let boy",0,1,0,2,0,1
"let break",0,0,0,2,3,1
"let breathe",1,0,1,0,5,0
"let brother",0,0,1,2,1,0
"let burn",0,1,0,1,14,27
"let can",0,2,1,0,5,2
"let catch",1,1,0,0,1,0
"let cause",0,0,3,1,4,0
"let change",4,4,1,0,0,0
"let clear",0,0,4,6,1,0
"let come",0,3,0,5,4,4
"let conscience",1,0,4,3,0,0
"let cry",0,2,1,7,0,0
"let die",0,10,2,0,7,1
"let dont",3,10,3,6,1,5
"let downi",0,0,2,2,0,1
"let dream",0,1,2,1,1,0
"let drive",0,1,0,2,6,0
"let ease",0,0,1,1,3,0
"let em",3,7,5,6,22,17
