"keyword","X1960","X1970","X1980","X1990","X2000","X2010"
"james",3,6,4,7,8,8
"james brown",2,1,1,0,0,0
"james dean",0,1,2,1,6,3
"jamming",0,0,4,2,2,0
"jams",0,0,1,4,2,0
"jane",3,0,2,5,3,1
"janet",0,0,1,1,2,0
"jangle",3,2,1,0,1,0
"january",0,0,1,3,0,1
"japan",0,0,1,1,9,1
"jar",0,4,1,0,4,11
"jason",0,0,1,1,1,7
"jaw",1,0,1,4,8,2
"jaws",0,0,1,3,2,0
"jay",0,1,0,10,9,4
"jazz",0,38,2,4,0,0
"jealous",3,1,10,16,11,8
"jealous cuz",0,0,1,1,1,0
"jealousy",0,2,1,20,4,2
"jean",20,4,20,1,2,12
"jean baby",0,2,1,0,0,2
"jeans",0,6,6,10,86,47
"jeans im",0,0,0,1,4,1
"jeep",0,0,0,12,4,4
"jeeps",0,1,0,1,15,0
"jelly",0,1,1,0,26,0
"jerk",27,0,1,35,6,0
"jerry",2,1,0,2,1,0
"jersey",0,1,1,4,4,1
"jesse",0,0,0,8,1,2
"jessica",0,0,0,3,4,2
"jesus",11,17,3,10,30,8
"jet",0,29,5,8,23,8
"jets",0,3,0,1,1,1
"jewel",0,1,2,2,0,1
"jewels",0,1,1,3,10,2
"jig",0,3,0,4,1,0
"jiggle",0,0,0,3,1,1
"jigsaw",0,1,0,1,0,1
"jill",1,8,2,0,4,0
"jim",2,9,1,3,2,1
"jimmy",18,9,2,21,6,0
"jimmy dean",0,3,1,1,0,0
"jingle",3,0,0,1,4,0
"jive",0,21,2,1,0,1
"job",5,14,14,13,39,16
"jobs",1,3,3,2,6,0
"jock",0,0,2,5,3,0
"jockin",0,0,1,3,9,0
"joe",9,12,4,20,9,1
"joes",1,0,3,0,3,0
"joey",0,1,0,1,1,0
"john",10,13,9,11,13,5
"john lennon",1,0,0,1,1,0
"johnny",3,8,36,5,0,1
"johns",0,0,1,0,1,1
"johnson",2,2,0,1,4,1
"join",2,24,7,26,8,2
"joined",0,1,1,2,0,2
"joint",0,1,0,10,12,3
"joints",0,2,0,2,1,1
"jojo",3,0,9,2,0,0
"joke",2,0,4,6,9,2
"joker",1,3,7,1,0,1
"jokes",0,0,3,2,0,2
"jokin",0,0,0,1,3,1
"jolly",3,2,0,0,1,0
"jones",2,6,2,5,13,4
"jordan",1,0,0,4,2,4
"journey",1,4,1,4,2,3
"joy",14,47,36,45,27,0
"joy bring",1,0,4,0,2,0
"joy heart",1,0,1,1,0,0
"joy life",1,1,0,2,0,0
"joy youve",0,2,0,1,1,0
"joys",1,3,0,0,1,0
"juan",1,0,1,3,1,0
"judge",29,13,0,4,5,11
"judgment",0,1,2,2,2,0
"judgment day",0,1,2,1,1,0
"juice",0,0,2,24,7,3
"juicy",0,1,0,3,13,2
"jukebox",0,4,10,3,1,3
"juliet",0,1,3,0,7,1
"july",0,6,3,1,6,13
"jump",8,12,80,163,111,30
"jump back",2,1,2,2,1,0
"jump car",0,2,0,1,2,0
"jump front",0,0,0,1,1,3
"jump jump",0,1,29,53,30,2
"jump jump jump",0,0,9,19,0,1
"jump right",0,1,1,0,1,0
"jumped",3,4,6,9,10,10
"jumped car",0,0,1,2,1,0
"jumpin",0,4,5,15,33,13
"jumpin like",0,1,0,4,5,1
"jumping",15,1,2,2,3,5
"jumping jack",11,0,1,0,0,1
"jumps",0,3,0,43,1,0
"june",1,1,4,4,9,3
"jungle",6,28,31,4,6,7
"junior",2,0,2,7,3,2
"junior high",1,0,0,1,2,0
"junk",0,4,2,2,15,4
"junkie",0,7,0,1,2,0
"jupiter",2,0,0,1,1,3
"jus",1,0,0,1,12,1
"just",470,1124,1752,2040,2809,1382
"just aint",4,12,4,13,18,11
"just another",2,11,19,56,20,3
"just another day",0,1,2,18,6,0
"just anybody",1,0,0,12,0,1
"just around",0,4,1,1,0,0
"just ask",1,0,2,1,7,2
"just average",1,0,1,0,1,0
"just baby",1,2,2,2,2,3
"just bad",1,0,0,0,2,1
"just beautiful",0,2,0,0,3,2
"just beginning",1,1,3,0,1,1
"just begun",0,11,4,18,1,1
"just believe",0,0,7,6,6,0
"just blow",1,0,1,0,2,0
"just blows",0,0,6,4,1,0
"just break",0,0,2,1,5,3
"just bring",0,5,0,1,4,1
"just broke",1,0,0,0,2,1
"just bust",0,0,4,1,3,0
"just call",7,12,15,22,2,3
"just call name",1,4,1,12,0,0
"just call name ill",1,1,0,5,0,0
"just called",0,0,11,1,3,2
"just came",1,8,0,3,4,5
"just can",2,5,0,8,4,2
"just cant",20,85,105,88,157,38
"just cant believe",4,4,1,1,10,2
"just cant deny",0,0,3,1,4,4
"just cant get",2,4,9,14,20,17
"just cant get enough",0,0,5,8,8,7
"just cant get mind",0,1,2,1,0,0
"just cant go",0,2,2,7,1,0
"just cant help",0,9,0,2,6,1
"just cant hide",3,3,9,0,2,0
"just cant keep",1,3,0,2,0,1
"just cant let",0,1,0,1,6,0
"just cant live",1,10,2,1,0,0
"just cant live without",1,8,1,1,0,0
"just cant lose",0,1,2,2,0,0
"just cant make",1,3,1,1,2,0
"just cant see",1,3,3,1,0,0
"just cant stop",0,12,10,2,33,0
"just cant take",1,1,5,3,6,0
"just cant think",0,1,1,1,2,0
"just cant wait",1,3,2,7,2,0
"just case",0,0,0,2,6,1
"just cause",1,0,5,10,12,4
"just close",3,6,0,15,4,4
"just close eyes",0,4,0,8,4,0
"just come",2,6,11,14,6,12
"just come back",0,1,1,1,1,1
"just comes",1,0,1,0,0,1
"just couldnt",5,2,3,3,0,0
"just crazy",0,1,0,3,0,1
"just crush",0,0,0,4,1,1
"just crush lot",0,0,0,4,1,1
"just cry",2,1,1,0,3,0
"just cup",0,1,0,1,0,1
"just dance",0,0,1,0,20,17
"just day",3,5,4,6,2,1
"just day said",0,2,1,1,0,0
"just didnt",1,3,1,4,6,3
"just didnt know",0,0,1,0,4,3
"just died",0,1,12,0,1,1
"just dies",0,1,0,1,0,1
"just doesnt",1,0,0,1,1,4
"just dont",10,23,39,45,53,14
"just dont care",0,2,1,4,0,0
"just dont feel",0,1,2,8,0,0
"just dont get",0,2,0,0,3,1
"just dont give",0,0,1,2,2,1
"just dont know",1,2,2,8,12,2
"just dont realize",1,1,0,1,0,0
"just dont understand",1,0,1,1,4,0
"just dont wanna",0,4,3,1,1,2
"just dream",2,5,7,6,2,13
"just dreaming",0,1,0,2,2,1
"just drop",0,5,0,1,1,0
"just end",1,1,0,1,0,0
"just enough",0,18,6,1,3,13
"just every",0,1,2,0,1,0
"just exactly",1,1,1,0,0,0
"just fade",0,0,2,1,4,1
"just fade away",0,0,0,1,3,1
"just fall",0,4,3,0,5,2
"just far",0,1,4,1,0,1
"just fast",0,1,4,1,7,3
"just feel",3,8,15,15,12,25
"just feels",0,0,0,3,4,1
"just fell",2,3,1,4,0,0
"just figure",0,0,1,2,0,3
"just find",1,0,3,0,2,3
"just fine",0,0,4,0,29,7
"just follow",0,0,1,7,15,1
"just fool",3,2,5,2,0,0
"just forget",0,1,4,2,12,3
"just found",1,1,0,0,4,2
"just freeze",0,0,5,4,0,1
"just friend",0,4,2,14,37,0
"just friends",1,3,2,5,9,2
"just fuck",0,0,0,2,1,3
"just fun",0,2,4,3,2,9
"just game",0,8,8,1,2,2
"just get",6,13,17,23,29,25
"just get back",0,0,1,1,7,0
"just get way",1,0,1,1,0,0
"just gettin",1,2,0,2,4,0
"just getting",4,1,6,4,1,3
"just gimme",0,2,0,0,8,2
"just girl",0,0,5,12,5,4
"just give",2,13,10,13,15,7
"just give one",0,1,0,2,1,0
"just give time",0,0,4,1,0,1
"just glad",0,1,0,4,4,0
"just go",2,11,4,41,18,5
"just go back",0,0,1,1,3,0
"just goes",0,1,8,7,0,0
"just gon",0,0,0,1,1,2
"just gonna",2,0,5,3,11,21
"just good",8,11,6,2,11,16
"just good time",0,0,0,1,6,10
"just got",7,11,6,16,12,3
"just gotta",1,8,5,8,32,9
"just gotta get",1,3,1,2,12,0
"just gotta get just",0,1,0,1,3,0
"just gotta know",0,0,1,1,0,1
"just gotta let",0,0,0,4,1,3
"just gotta let know",0,0,0,2,1,1
"just grab",0,1,1,1,4,1
"just half",0,1,1,2,0,0
"just hang",1,0,0,1,1,1
"just hangin",1,1,3,0,0,0
"just hanging",1,0,2,0,4,4
"just happy",0,0,1,1,0,1
"just hate",0,0,0,1,3,1
"just havent",0,2,1,0,0,6
"just hear",0,5,3,3,4,0
"just hear say",0,1,1,0,1,0
"just hes",0,0,2,2,3,0
"just hit",1,3,0,2,10,5
"just hold",2,6,14,22,10,19
"just hold close",0,1,2,2,1,0
"just hold hold",1,0,1,2,0,0
"just hold tight",0,1,3,3,0,0
"just holding",1,1,2,0,2,4
"just hurt",0,1,1,4,1,1
"just im",1,2,9,7,6,1
"just im going",0,1,2,2,0,0
"just isnt",0,2,3,0,1,0
"just jealous",0,0,1,4,1,0
"just just",3,3,5,9,32,4
"just just just",2,1,2,3,0,1
"just just just just",1,0,1,2,0,0
"just keep",16,21,20,22,32,26
"just keeps",0,2,0,3,4,0
"just kept",0,2,2,0,5,0
"just kind",1,0,3,5,1,0
"just kiss",0,6,1,3,0,5
"just knew",0,0,0,4,1,1
"just know",2,6,7,26,20,9
"just knowing",1,0,0,0,1,1
"just last",0,1,0,0,1,2
"just late",0,1,2,2,0,0
"just laugh",1,0,2,0,2,1
"just laughed",0,0,1,0,1,1
"just lay",1,2,3,2,9,0
"just leave",0,8,11,2,7,3
"just left",0,2,2,1,1,6
"just let",6,15,33,37,56,17
"just let go",0,0,7,4,4,3
"just let know",1,2,4,7,3,1
"just let love",0,1,0,1,0,4
"just lie",0,3,1,2,4,2
"just like",22,102,128,80,211,75
"just like dream",0,1,4,1,0,0
"just like girl",0,0,1,0,5,2
"just like im",2,0,0,1,2,1
"just like just",3,0,4,1,4,0
"just like old",0,2,1,0,1,1
"just like told",0,0,1,1,1,0
"just like yesterday",0,5,0,1,1,0
"just line",1,1,0,0,8,0
"just listen",1,3,0,4,2,1
"just little",36,29,67,59,56,27
"just little bit",17,4,15,29,7,3
"just little bit just",0,0,0,2,3,1
"just little im",1,0,1,1,0,0
"just little time",1,13,5,1,0,0
"just live",0,0,2,1,23,10
"just long",2,5,14,7,7,0
"just look",6,1,16,7,3,4
"just looking",0,1,3,1,1,5
"just lose",3,0,1,2,6,1
"just lost",0,1,1,0,2,1
"just love",3,19,4,13,6,8
"just mad",0,0,0,1,2,1
"just mad cause",0,0,0,1,1,1
"just made",0,0,1,7,1,1
"just make",4,2,3,28,18,8
"just make sure",0,0,0,1,3,2
"just making",1,1,1,0,2,0
"just man",0,2,8,2,6,3
"just matter",0,1,3,6,1,4
"just matter time",0,1,3,1,1,4
"just maybe",1,0,5,0,1,1
"just mean",1,2,1,4,0,3
"just memory",1,0,2,4,0,0
"just met",0,0,0,2,6,6
"just might",1,6,13,8,37,5
"just minute",0,0,1,1,2,0
"just missing",0,1,0,2,2,0
"just moment",1,0,5,3,0,0
"just move",0,5,2,1,5,0
"just much",1,6,6,6,6,5
"just need",2,2,16,16,14,15
"just need little",0,1,0,3,0,2
"just need time",0,0,5,0,5,1
"just needed",1,7,0,4,0,0
"just never",0,1,3,1,0,0
"just nick",0,2,0,1,1,0
"just night",1,1,0,4,0,4
"just now",0,1,4,0,3,14
"just oh",1,3,6,2,3,2
"just oh just",1,1,0,0,1,0
"just old",1,0,1,1,4,0
"just one",8,24,57,39,63,24
"just one chance",0,2,2,1,4,0
"just one kiss",0,2,1,5,0,0
"just one look",1,2,3,0,0,1
"just one moment",1,1,2,0,0,0
"just one night",0,2,12,2,17,3
"just one one",0,0,1,2,0,2
"just one thing",1,2,4,3,12,3
"just one time",0,1,2,4,0,1
"just one touch",0,2,0,0,2,6
"just one try",0,3,1,2,0,0
"just one way",1,0,1,1,0,0
"just part",1,0,2,2,0,0
"just party",0,1,2,0,3,1
"just pass",1,0,1,1,0,0
"just passing",0,1,0,1,2,0
"just play",0,2,1,0,12,0
"just playin",0,0,1,0,2,1
"just playing",0,2,0,0,1,2
"just please",1,1,4,0,0,0
"just poor",0,3,1,3,0,0
"just pray",0,0,1,2,1,0
"just put",0,1,1,5,7,11
"just rain",1,0,0,1,4,0
"just rainy",0,2,1,1,4,0
"just reach",0,8,3,7,1,0
"just really",0,0,1,0,1,3
"just remember",3,4,9,17,4,8
"just ride",0,1,0,2,7,0
"just right",1,1,6,4,10,6
"just right now",0,0,1,1,1,3
"just roll",0,0,18,9,0,4
"just run",0,2,1,12,1,0
"just running",0,1,4,0,2,0
"just said",2,2,1,0,1,3
"just save",1,0,3,1,0,1
"just saw",0,6,0,1,5,0
"just say",3,9,15,13,24,7
"just say can",0,1,0,1,1,0
"just say word",0,0,5,1,2,1
"just scared",0,0,1,1,3,0
"just see",3,2,5,10,13,2
"just seem",0,1,0,0,1,1
"just seems",1,3,1,0,2,0
"just shake",2,0,0,0,6,1
"just show",1,0,3,4,5,5
"just sing",2,1,1,1,0,8
"just sit",1,2,1,3,6,2
"just sit back",0,0,0,2,1,1
"just sittin",1,0,0,16,0,1
"just sitting",0,1,4,0,0,10
"just slide",0,0,1,5,1,0
"just smiled",0,2,1,1,0,0
"just something",0,2,4,3,10,7
"just song",0,3,1,0,1,0
"just soon",0,2,3,1,1,1
"just stand",7,0,2,4,4,1
"just standing",0,0,1,5,1,0
"just stare",0,0,0,1,2,1
"just start",1,0,3,0,4,1
"just started",2,0,0,1,2,4
"just stay",1,2,4,3,11,6
"just step",0,1,2,2,2,0
"just stop",0,4,0,6,4,1
"just sure",5,1,1,8,0,1
"just sweet",2,1,0,14,2,0
"just take",4,9,13,12,30,17
"just take hand",0,1,1,1,0,1
"just take slow",0,0,1,0,1,3
"just take time",1,2,3,2,8,1
"just takes",0,0,19,3,7,0
"just talk",0,4,8,1,4,0
"just tell",1,3,6,26,11,10
"just tell want",0,0,1,1,1,0
"just thing",0,0,0,3,3,3
"just things",1,2,5,0,4,2
"just think",1,4,10,15,15,4
"just thinkin",0,2,0,1,4,0
"just thinking",0,0,13,2,5,3
"just thought",0,3,6,8,8,10
"just time",1,2,7,2,3,0
"just today",1,4,1,0,4,0
"just took",0,0,1,4,3,3
"just touch",4,2,9,3,4,4
"just true",0,0,2,2,1,0
"just try",1,2,2,6,9,0
"just tryin",0,5,1,6,6,1
"just trying",0,1,9,4,12,13
"just trying get",0,0,1,1,1,12
"just turn",0,4,8,13,21,12
"just turn around",0,0,1,1,3,5
"just two",3,2,14,5,0,1
"just two us",1,2,12,1,0,0
"just type",0,0,1,0,4,8
"just us",0,3,0,0,4,3
"just use",0,1,8,1,1,1
"just wait",12,0,17,2,3,3
"just wait see",1,0,3,2,0,0
"just waiting",0,2,14,2,1,0
"just walk",1,4,5,14,10,3
"just walk away",0,2,3,4,6,1
"just walked",1,0,0,0,13,7
"just walking",0,3,0,1,1,0
"just wanna",6,10,44,63,138,116
"just wanna alone",0,0,0,4,2,1
"just wanna hold",0,1,0,1,2,0
"just wanna just",0,0,13,0,3,1
"just wanna just wanna",0,0,13,0,3,1
"just wanna know",0,0,0,2,33,1
"just wanna make",0,0,0,1,5,4
"just wanna see",0,0,0,1,4,48
"just wanna take",0,0,0,4,2,7
"just wanna tell",1,0,2,0,0,1
"just want",4,38,41,46,94,21
"just want back",0,0,1,8,0,1
"just want hold",1,0,0,3,4,0
"just want know",0,0,0,14,20,1
"just want love",0,0,0,2,10,1
"just want see",0,0,0,2,1,1
"just want someone",0,1,1,2,0,0
"just wanted",0,4,1,1,8,8
"just wanted know",0,0,0,1,1,4
"just waste",0,3,1,1,5,0
"just waste time",0,2,0,1,1,0
"just wasting",0,0,2,1,2,1
"just wasting time",0,0,1,1,2,1
"just watch",2,1,3,5,6,18
"just way",2,15,27,26,20,16
"just way im",0,0,0,1,4,1
"just way like",0,0,0,1,1,1
"just well",1,0,2,2,0,0
"just went",1,0,0,3,1,0
"just will",1,1,7,0,0,1
"just wish",1,0,3,0,2,0
"just wont",3,5,16,33,6,5
"just wont let",0,1,0,4,0,4
"just work",0,0,9,0,2,1
"just wouldnt",0,6,3,2,2,0
"just yeah",1,0,0,1,2,1
"just yesterday",0,1,0,1,2,1
"just youand",0,1,1,1,0,0
"just young",0,0,2,4,3,1
"just youre",1,0,1,1,2,0
"justa",5,1,0,0,1,0
"justice",0,1,1,6,5,0
"justify",0,1,4,13,3,0
"karma",0,1,24,0,6,3
"kat",0,0,0,1,1,1
"keen",1,3,1,0,1,0
"keep",139,371,405,497,817,318
"keep away",3,0,3,7,1,0
"keep baby",0,2,1,2,25,1
"keep beat",0,0,2,0,1,6
"keep believin",0,1,0,0,1,1
"keep burnin",3,0,1,0,2,3
"keep cant",0,0,2,1,2,0
"keep cause",1,1,0,2,2,4
"keep comin",2,19,6,11,3,2
"keep comin back",0,0,1,3,0,2
"keep coming",1,0,4,25,7,7
"keep coming back",0,0,4,16,5,0
"keep cool",1,1,0,2,13,0
"keep dancin",0,13,2,0,6,6
"keep dancing",0,18,0,0,1,7
"keep doin",1,0,0,2,4,0
"keep dont",2,0,1,3,4,1
"keep dreaming",0,0,2,1,4,0
"keep em",0,0,0,5,5,6
"keep eye",0,0,1,3,8,2
"keep eyes",2,1,0,2,12,9
"keep faith",0,0,1,9,4,0
"keep falling",0,2,0,5,1,3
"keep flowin",0,1,0,0,1,2
"keep gettin",4,1,0,6,3,1
"keep getting",3,2,2,3,4,2
"keep girl",2,2,0,2,1,0
"keep giving",1,0,6,1,1,0
"keep goin",0,3,0,3,6,0
"keep going",1,1,1,3,16,9
"keep groovin",0,6,3,0,1,0
"keep growin",0,6,0,1,1,0
"keep hands",0,2,4,1,5,11
"keep hangin",8,0,5,0,1,0
"keep hanging",0,0,3,1,2,0
"keep happy",0,1,2,4,1,0
"keep head",0,2,5,8,6,2
"keep heart",1,6,1,0,2,0
"keep holdin",0,4,1,2,0,0
"keep holding",2,1,10,4,4,0
"keep inside",0,4,6,1,1,4
"keep just",2,0,2,0,1,0
"keep keep",0,14,1,6,19,1
"keep knocking",0,0,0,1,1,1
"keep like",0,0,0,1,1,6
"keep livin",0,2,1,0,1,0
"keep lookin",1,2,1,1,8,0
"keep looking",0,1,3,6,5,0
"keep losing",1,2,0,1,0,0
"keep love",4,4,5,8,1,3
"keep love alive",0,2,2,6,0,0
"keep lovin",4,7,6,3,1,0
"keep loving",1,8,2,7,2,0
"keep makin",0,12,0,3,13,0
"keep man",0,0,1,1,3,0
"keep mind",4,1,2,3,7,13
"keep mine",0,0,1,1,2,0
"keep movin",0,12,18,7,15,4
"keep movin keep",0,5,3,3,0,1
"keep moving",1,4,7,5,2,0
"keep oh",0,1,3,0,5,0
"keep one",0,1,0,0,1,2
"keep peace",1,0,0,1,2,0
"keep playin",0,1,4,8,0,1
"keep playing",2,0,1,0,4,0
"keep promises",0,0,3,1,1,3
"keep pushing",0,0,7,1,1,0
"keep quiet",0,0,0,1,3,1
"keep real",0,0,0,5,10,5
"keep right",0,3,1,0,5,0
"keep rockin",0,0,2,0,7,1
"keep rollin",0,7,3,1,2,0
"keep runnin",1,0,1,0,3,0
"keep running",0,0,4,3,17,4
"keep safe",0,0,1,3,7,2
"keep satisfied",1,1,3,5,2,0
"keep sayin",0,0,1,1,1,0
"keep saying",1,1,0,1,0,1
"keep searchin",2,1,3,0,0,0
"keep searching",0,4,2,3,0,0
"keep secret",0,0,1,1,4,2
"keep secrets",0,0,2,0,3,1
"keep side",0,1,1,0,9,1
"keep smiling",0,0,0,2,1,3
"keep straight",0,0,0,1,1,1
"keep strong",0,1,1,1,1,0
"keep talking",1,1,1,1,6,0
"keep tellin",0,2,0,1,1,0
"keep telling",1,1,8,5,2,0
"keep thinkin",0,3,0,5,4,2
"keep thinking",1,2,8,1,1,4
"keep tight",0,1,0,1,4,0
"keep together",0,1,0,0,2,4
"keep tryin",5,2,0,8,1,0
"keep trying",0,2,2,1,1,0
"keep turnin",3,2,4,1,0,0
"keep turning",0,4,2,0,1,1
"keep us",4,7,9,2,10,1
"keep waiting",7,1,5,9,24,0
"keep walking",2,1,1,1,2,0
"keep warm",0,3,6,9,1,4
"keep way",1,0,1,0,2,0
"keep well",0,0,1,2,1,1
"keep ya",0,0,0,4,20,1
"keeper",0,0,0,1,1,1
"keepin",0,10,9,11,15,4
"keeping",3,10,8,35,26,12
"keeping score",0,1,0,1,0,2
"keeping waiting",2,1,0,1,0,0
"keeps",26,51,40,50,81,37
"keeps alive",1,1,0,1,6,0
"keeps falling",0,0,5,1,1,0
"keeps getting",0,0,1,3,4,2
"keeps runnin",0,1,0,5,1,0
"keeps saying",0,2,0,2,0,5
"keeps us",0,0,1,1,1,1
"keg",0,0,2,1,0,4
"keisha",0,0,0,2,6,16
"kelly",0,0,0,5,14,2
"kennedy",0,1,1,1,1,1
"kentucky",5,2,0,2,0,2
"kept",5,35,29,25,22,9
"kept secret",1,0,0,3,1,0
"kept warm",0,2,1,1,1,1
"key",4,22,43,42,30,8
"key im",0,2,4,0,5,0
"keyed",0,0,1,4,1,0
"keys",0,1,4,9,37,19
"kick",1,10,54,156,60,48
"kick back",0,1,1,3,0,5
"kick em",0,0,40,0,3,1
"kick feet",1,1,0,0,0,2
"kick like",0,0,1,1,10,2
"kicked",2,3,6,12,6,6
"kickin",0,1,2,33,3,4
"kicking",2,0,9,13,5,5
"kicks",13,7,3,4,8,21
"kid",0,36,19,57,42,24
"kid cause",0,1,1,0,1,1
"kid got",0,0,0,1,1,1
"kiddin",0,1,1,1,2,1
"kidding",1,1,1,3,4,2
"kids",4,18,48,40,52,51
"kids dont",0,1,0,1,1,1
"kids got",0,1,2,0,4,0
"kids rock",0,0,2,1,0,1
"kill",6,7,17,39,32,45
"killa",0,0,0,1,5,2
"killed",1,5,2,9,6,3
"killer",0,5,6,2,9,1
"killers",0,0,0,2,9,6
"killin",0,0,4,9,7,8
"killing",6,17,7,13,19,23
"killing time",0,0,1,0,1,1
"kills",0,1,1,0,9,6
"kim",0,1,0,7,14,1
"kin",1,0,0,1,3,0
"kind",55,92,88,147,95,77
"kind fight",1,0,2,0,1,0
"kind girl",1,1,7,35,6,3
"kind guy",0,2,2,4,4,0
"kind like",0,1,1,3,0,0
"kind lonely",0,1,0,1,1,0
"kind love",7,12,9,11,3,2
"kind lovin",1,0,2,3,3,0
"kind man",2,0,1,15,3,1
"kind music",0,3,0,0,1,1
"kind person",1,2,0,1,0,0
"kind thing",0,1,1,0,2,3
"kind way",1,0,0,1,1,0
"kinda",18,33,34,76,66,37
"kinda funny",0,1,1,1,1,0
"kinda girl",0,0,10,0,6,3
"kinda like",3,4,1,5,3,3
"kindi",0,0,2,2,1,0
"kindness",2,3,3,3,0,3
"kinds",2,5,5,2,6,1
"king",10,18,13,23,36,38
"king kong",0,6,0,0,1,2
"king queen",0,1,1,0,1,1
"king size",0,0,0,1,2,1
"king world",0,1,1,0,0,1
"kingdom",0,2,2,2,1,17
"kingdom come",0,1,1,0,0,4
"kings",3,2,1,5,4,2
"kinks",1,1,0,1,0,0
"kiss",58,81,128,201,205,136
"kiss away",0,2,0,3,8,0
"kiss baby",0,3,3,2,8,0
"kiss can",2,0,3,4,4,0
"kiss dont",0,1,1,0,3,5
"kiss feel",0,0,1,3,1,1
"kiss give",0,0,1,1,0,2
"kiss goodnight",1,1,0,12,2,4
"kiss got",0,2,1,0,7,1
"kiss hold",0,2,1,1,0,0
"kiss hug",0,2,0,5,2,0
"kiss im",1,1,5,1,1,1
"kiss keep",1,0,1,0,1,0
"kiss kiss",8,1,14,9,7,0
"kiss let",0,2,1,1,0,0
"kiss like",1,2,5,12,12,9
"kiss lips",6,4,2,1,6,11
"kiss love",1,0,5,4,3,0
"kiss make",2,1,0,0,9,0
"kiss morning",1,1,1,1,0,0
"kiss night",1,1,0,0,3,0
"kiss now",0,0,3,1,6,0
"kiss oh",2,0,1,0,3,1
"kiss tell",0,0,4,0,1,1
"kiss thats",0,0,0,1,1,2
"kiss til",0,1,0,0,1,6
"kiss touch",0,0,0,1,1,1
"kiss want",0,1,3,0,0,4
"kiss way",0,1,1,1,4,0
"kiss ya",3,0,0,1,0,1
"kiss yeah",1,0,1,0,0,4
"kissed",13,19,7,18,19,21
"kissed girl",1,0,0,0,9,1
"kissed lips",1,0,1,3,0,1
"kisses",7,14,39,33,13,12
"kisses like",0,1,0,1,1,0
"kissin",3,16,1,11,26,0
"kissin huggin",0,2,0,4,2,0
"kissing",8,2,7,21,10,10
"kitchen",0,1,6,11,13,17
"kite",1,2,0,0,1,0
"kitten",0,3,0,3,0,2
"kitty",7,2,6,3,1,2
"knack",0,1,3,0,1,0
"knee",3,5,0,6,17,5
"knee deep",0,0,0,1,4,2
"knee high",1,2,0,1,0,0
"kneel",1,1,1,4,0,4
"kneel pray",1,1,0,1,0,0
"kneeling",0,1,1,0,1,0
"knees",18,30,42,60,27,20
"knees begging",0,1,0,1,2,2
"knees begging please",0,1,0,1,0,2
"knees cause",1,1,0,1,0,0
"knees im",0,3,0,1,1,0
"knees now",0,1,0,0,1,3
"knees please",1,0,1,3,1,0
"knees thats",0,1,2,1,0,0
"kneesi",0,0,0,1,1,1
"knew",37,103,134,169,194,75
"knew along",0,1,0,2,0,1
"knew better",0,3,0,1,2,0
"knew couldnt",2,2,1,0,0,0
"knew day",0,0,1,2,1,1
"knew didnt",0,0,2,1,1,0
"knew felt",1,0,0,1,1,0
"knew first",0,1,2,1,2,0
"knew id",0,6,6,0,1,2
"knew im",0,2,0,4,4,0
"knew just",1,1,2,3,0,2
"knew knew",0,0,1,1,1,1
"knew know",0,1,0,0,2,2
"knew love",2,3,5,21,6,9
"knew much",0,3,1,1,2,0
"knew never",0,0,0,7,1,2
"knew never knew",0,0,0,5,1,2
"knew now",1,0,2,3,0,0
"knew oh",0,2,1,0,0,1
"knew pain",0,2,2,4,1,0
"knew right",0,1,6,2,1,1
"knew something",0,1,0,2,3,0
"knew start",0,0,1,1,7,0
"knew thered",0,4,1,0,2,0
"knew time",0,3,1,5,0,0
"knew wanted",1,2,0,2,0,1
"knew wasnt",0,1,0,1,1,1
"knew way",1,0,1,3,0,0
"knew wed",0,0,1,3,1,2
"knew well",0,2,1,1,0,1
"knew wouldnt",2,1,1,0,1,1
"knew youd",2,1,6,1,6,0
"knife",5,1,12,19,2,19
"knight",2,0,5,2,4,1
"knight shining",0,0,4,1,0,1
"knight shining armor",0,0,2,1,0,1
"knives",0,2,2,0,1,1
"knock",2,43,22,43,31,23
"knock door",1,0,2,1,7,0
"knock feet",0,2,12,2,1,0
"knock im",1,0,1,0,1,1
"knock knock",0,21,0,2,5,2
"knock knock knock",0,10,0,1,3,1
"knocked",1,6,3,30,8,4
"knocked door",1,0,0,0,1,1
"knockin",2,11,13,27,8,0
"knocking",2,10,13,4,5,5
"knocking door",1,1,3,2,3,0
"knocks",2,1,2,11,18,1
"knocks feet",2,0,0,1,1,0
"knot",0,0,0,1,2,1
"knots",0,0,0,1,1,2
"know",507,1173,1942,2474,3502,1568
"know act",0,0,1,2,28,6
"know aint",9,6,24,20,40,6
"know aint got",0,1,1,0,9,0
"know alright",3,0,2,2,3,0
"know always",0,3,1,1,2,1
"know anymore",0,0,4,2,0,2
"know babe",1,0,5,3,0,10
"know baby",3,1,13,20,15,11
"know baby dont",1,0,3,1,1,0
"know baby dont know",1,0,1,1,0,0
"know back",0,0,0,1,1,1
"know bad",0,0,1,1,2,3
"know believe",3,5,2,0,1,2
"know belong",0,1,1,10,2,4
"know best",0,1,11,1,9,1
"know better",1,2,9,18,9,8
"know better cause",0,1,1,0,1,0
"know big",0,1,0,3,1,4
"know boy",1,0,1,3,9,0
"know boys",0,0,2,1,1,0
"know call",0,2,0,3,5,2
"know came",0,3,1,1,11,11
"know can",13,57,36,55,50,30
